Keyspace_Name,columnfamily_name,column_name,component_index,index_name,index_options, index_type,type,validator
system,schema_columns,keyspace_name,,,null,,partition_key,org.apache.cassandra.db.marshal.UTF8Type
system,schema_columns,type,2,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system,schema_columns,validator,2,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system,schema_functions,argument_names,2,,null,,regular,org.apache.cassandra.db.marshal.ListType(org.apache.cassandra.db.marshal.UTF8Type)
system,schema_functions,argument_types,2,,null,,regular,org.apache.cassandra.db.marshal.ListType(org.apache.cassandra.db.marshal.UTF8Type)
system,schema_functions,body,2,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system,schema_functions,called_on_null_input,2,,null,,regular,org.apache.cassandra.db.marshal.BooleanType
system,schema_functions,function_name,0,,null,,clustering_key,org.apache.cassandra.db.marshal.UTF8Type
system,schema_functions,keyspace_name,,,null,,partition_key,org.apache.cassandra.db.marshal.UTF8Type
system,schema_functions,language,2,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system,schema_functions,return_type,2,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system,schema_functions,signature,1,,null,,clustering_key,org.apache.cassandra.db.marshal.FrozenType(org.apache.cassandra.db.marshal.ListType(org.apache.cassandra.db.marshal.UTF8Type))
system,schema_keyspaces,durable_writes,,,null,,regular,org.apache.cassandra.db.marshal.BooleanType
system,schema_keyspaces,keyspace_name,,,null,,partition_key,org.apache.cassandra.db.marshal.UTF8Type
system,schema_keyspaces,strategy_class,,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system,schema_keyspaces,strategy_options,,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system,schema_triggers,columnfamily_name,0,,null,,clustering_key,org.apache.cassandra.db.marshal.UTF8Type
system,schema_triggers,keyspace_name,,,null,,partition_key,org.apache.cassandra.db.marshal.UTF8Type
system,schema_triggers,trigger_name,1,,null,,clustering_key,org.apache.cassandra.db.marshal.UTF8Type
system,schema_triggers,trigger_options,2,,null,,regular,"org.apache.cassandra.db.marshal.MapType(org.apache.cassandra.db.marshal.UTF8Type,org.apache.cassandra.db.marshal.UTF8Type)"
system,schema_usertypes,field_names,1,,null,,regular,org.apache.cassandra.db.marshal.ListType(org.apache.cassandra.db.marshal.UTF8Type)
system,schema_usertypes,field_types,1,,null,,regular,org.apache.cassandra.db.marshal.ListType(org.apache.cassandra.db.marshal.UTF8Type)
system,schema_usertypes,keyspace_name,,,null,,partition_key,org.apache.cassandra.db.marshal.UTF8Type
system,schema_usertypes,type_name,0,,null,,clustering_key,org.apache.cassandra.db.marshal.UTF8Type
system,size_estimates,keyspace_name,,,null,,partition_key,org.apache.cassandra.db.marshal.UTF8Type
system,size_estimates,mean_partition_size,3,,null,,regular,org.apache.cassandra.db.marshal.LongType
system,size_estimates,partitions_count,3,,null,,regular,org.apache.cassandra.db.marshal.LongType
system,size_estimates,range_end,2,,null,,clustering_key,org.apache.cassandra.db.marshal.UTF8Type
system,size_estimates,range_start,1,,null,,clustering_key,org.apache.cassandra.db.marshal.UTF8Type
system,size_estimates,table_name,0,,null,,clustering_key,org.apache.cassandra.db.marshal.UTF8Type
system,sstable_activity,columnfamily_name,1,,null,,partition_key,org.apache.cassandra.db.marshal.UTF8Type
system,sstable_activity,generation,2,,null,,partition_key,org.apache.cassandra.db.marshal.Int32Type
system,sstable_activity,keyspace_name,0,,null,,partition_key,org.apache.cassandra.db.marshal.UTF8Type
system,sstable_activity,rate_120m,0,,null,,regular,org.apache.cassandra.db.marshal.DoubleType
system,sstable_activity,rate_15m,0,,null,,regular,org.apache.cassandra.db.marshal.DoubleType
system_traces,events,activity,1,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system_traces,events,event_id,0,,null,,clustering_key,org.apache.cassandra.db.marshal.TimeUUIDType
system_traces,events,session_id,,,null,,partition_key,org.apache.cassandra.db.marshal.UUIDType
system_traces,events,source,1,,null,,regular,org.apache.cassandra.db.marshal.InetAddressType
system_traces,events,source_elapsed,1,,null,,regular,org.apache.cassandra.db.marshal.Int32Type
system_traces,events,thread,1,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system_traces,sessions,client,0,,null,,regular,org.apache.cassandra.db.marshal.InetAddressType
system_traces,sessions,command,0,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system_traces,sessions,coordinator,0,,null,,regular,org.apache.cassandra.db.marshal.InetAddressType
system_traces,sessions,duration,0,,null,,regular,org.apache.cassandra.db.marshal.Int32Type
system_traces,sessions,parameters,0,,null,,regular,"org.apache.cassandra.db.marshal.MapType(org.apache.cassandra.db.marshal.UTF8Type,org.apache.cassandra.db.marshal.UTF8Type)"
system_traces,sessions,request,0,,null,,regular,org.apache.cassandra.db.marshal.UTF8Type
system_traces,sessions,session_id,,,null,,partition_key,org.apache.cassandra.db.marshal.UUIDType
system_traces,sessions,started_at,0,,null,,regular,org.apache.cassandra.db.marshal.TimestampType
